cart_api_cpu_usage,cart_api_mem_usage,payment_api_cpu_usage,payment_api_mem_usage,auth_service_cpu_usage,auth_service_mem_usage,inventory_api_cpu_usage,inventory_api_mem_usage,frontend_cpu_usage,frontend_mem_usage,payment_api_net_rx_kbps,payment_api_net_tx_kbps
28.627284142818603,39.946613391163666,34.044658446921204,37.18802018555625,22.431504572656916,40.98162625945467,27.707884232468622,39.96201612416847,24.426485999401308,39.63780390514676,,
17.978712535636753,39.52476429451942,30.002353115171797,38.07512560795844,22.258784538026198,42.95255305572439,25.423518271914173,38.768392357950574,19.49038554192417,42.05151757295158,,
25.856278132751466,41.07478667063812,26.490702807299716,39.902582299718546,25.92523329144635,42.11337629462395,22.633254430129163,38.618681077719714,29.507444641416406,43.1154768426402,,
27.87127859579125,41.545212345063895,30.82031626152507,40.95839746623919,27.332109608714745,40.10079891065291,23.62164517587793,42.42199207627271,19.064008743233025,43.755849785486994,,
33.22952380379476,38.35723788792134,15.4844502573106,40.22198850234814,29.55077578100606,44.07669272387711,28.701619436539257,38.28760393168707,23.591565089427593,39.55542004144229,,
24.123709540122267,38.27435709312891,22.27346496035142,41.78666175644669,27.082105791945647,38.2402670415304,37.01358017977415,40.353337666187606,25.8446987674191,40.89020732645907,,
20.905304113935244,43.10869895715393,26.63388328463948,37.89307692505548,25.017113609265607,39.620521338976424,30.68342952702649,40.40341140689194,28.599324973712807,40.034456673330794,,
21.554667064747765,40.326005005978935,20.18752484125754,41.61860446516881,20.893520288429947,40.7731110258771,27.72747978658404,37.53881036886675,24.091356222970774,40.52314916590881,,
25.54681445979555,41.66879967814316,34.71311848361591,40.34780048401175,20.836305444982777,40.38296838983983,23.94029440761804,42.66202947412874,21.949329442886295,40.55072309515567,,
25.200627862395702,39.731687524648365,22.271718172775365,36.95353377907537,31.96281763953668,41.96546942803504,19.90072108169042,39.901850215983096,22.270698129831782,44.51462449029202,,
26.2264940583727,41.575328925454755,18.569194049356504,41.071555257789655,20.40114168268785,41.000010382967346,26.633800075862904,36.24125953538836,27.218819422513178,40.010126480997435,,
26.775006556124705,37.32037115394448,23.817664516036448,42.25429885413761,18.09204354981276,40.82168097642123,22.495094729427766,42.446121188509785,28.739565995626936,42.40208257579042,,
19.89018909345758,38.00870769192682,28.187361358407273,40.45152907876434,24.153759057556083,40.50221457407962,18.10997872080302,44.16938817896162,22.877757970120832,41.11228228291213,,
25.715889362210614,39.499687160274256,22.37808329170152,38.68594640235748,18.002390647898814,41.24526493596772,23.283131807599748,39.74376521948989,27.332054393945388,40.12557701378018,,
24.990296795575475,43.17546251241185,17.391852938543828,38.8097493101786,28.189965644763156,42.23094562706752,28.630519999166843,40.02134805888393,33.801318092414924,40.6926151225043,,
24.90745933355779,40.81866984018315,20.25687910906292,41.50705051550144,27.00190794008852,37.14646852884124,29.906205083045936,40.19884228166644,28.286134740270406,36.54163303320636,,
34.87024340017598,42.25016959787059,24.262045988102987,36.92881548200809,20.15590729500993,41.445258669878555,18.511989507815304,41.294775154380105,14.861373365218615,42.168904199327855,,
17.090966163278352,42.192904667273,25.234626756770552,36.72207399921738,31.46098313135029,40.06779494433215,25.423170412661026,39.10178904278045,26.369283417002706,39.96305440517538,,
29.854144909072893,38.25561970463852,23.734384363960228,43.51932537313005,33.33743321763123,39.71901795986251,20.71502753917641,40.87589931256691,25.119226524116854,39.018631595880464,,
24.23248407050404,38.51279901481555,21.545452805362018,43.25393155088339,37.06159349152698,39.5459748485132,21.972781962606195,39.711956013363604,31.336643117012187,43.42840486865358,,
19.778872070651612,39.839843850716406,27.87193488743899,40.16985341018433,29.48318326263921,39.710834013710965,21.66167819978781,42.58156068562493,27.121615070025136,40.821871374477915,,
19.272681538077826,41.580146781155804,29.163400135228443,38.82442974147802,30.444527425970605,39.79964381634453,23.494527799859167,40.38271790250091,22.99567072211817,40.21251633469344,,
21.88873606991185,42.39453500763198,30.08708219518143,36.090675992944526,26.518018907055755,41.32080868503499,24.667820138507263,39.70294083184209,28.901951836902548,44.50288693773154,,
29.442636295117808,39.18879400435267,31.439928501007742,40.782612020518016,26.285226780911625,44.93962878782794,34.85785226190813,38.25180035564872,23.075248249268064,41.528169545700266,,
22.34715530189581,37.96486787091893,21.46280971043683,36.62422197748758,20.048522125116893,38.847199016560495,29.30454004325275,41.80131166797326,31.148101948309073,40.40581915541527,,
29.60594489125724,42.71660014644119,29.497261505270423,41.599302204478676,25.97245105278131,38.77801560388017,32.963363070947715,42.571379542501376,35.24503917658279,42.191614332499945,,
19.408171023829272,40.769021221404486,24.58981840542333,42.15931298396747,23.07159101415577,36.64319381985399,29.367943390080057,42.322351236280205,22.23894565462893,42.65838868335444,,
20.7661918035856,36.67020505025834,27.488992384584755,40.678881734031464,20.72430736466641,39.66764219503314,23.004977488769885,38.57929854474396,35.09975449572266,42.25150782957936,,
22.672424363542998,39.1841179043671,29.171694653315743,40.36715352319302,15.329781797754533,41.5942448526636,23.441814067905817,40.93668586708715,26.21277330060256,40.07149618845429,,
25.834447026126572,39.251888689965526,23.63204273067128,38.509477184512775,24.53241937967332,40.77903404109085,26.16912547012882,39.79610062432197,27.811334157572325,41.472514458629625,,
20.45425800362329,42.089628198140936,28.9433184359423,39.380299044941786,19.917715452672866,39.90116789636673,31.689863581505858,39.18274105169439,25.788395627554454,37.47902996386979,,
28.743947255164006,39.91070429874462,21.72997083020168,40.26000734512308,26.196461285105762,40.10357870725828,25.17347406771079,40.598477145478654,23.362318003422637,39.191832759755385,,
22.4065503553188,39.41326995875503,23.60399201239507,41.86253321686847,33.181924828257685,41.53988020130676,22.26438888696181,37.00464869909777,31.056063729904203,36.87561293490158,,
16.12679328467331,40.165299292111534,23.843826778837336,39.55722244173662,21.430874998149378,38.039239891529576,25.472657211171345,38.94150361569008,22.64954135474836,44.22099901378232,,
24.973240065156595,36.99517177476729,34.61800994797537,39.132105968477106,24.36870132550635,43.102352689540865,17.38867524974896,41.64231147097322,26.32679554576682,43.21898532854511,,
21.642185760528303,39.482165719458386,13.697841845098623,41.53234498357961,35.67008712590079,40.11899359601372,30.603789496949656,42.20511807423874,27.065354801854035,40.23512471350234,,
24.209490632979268,39.266802068215945,23.592162149552546,40.29091651529163,31.21141998271172,39.0470551730354,17.637547783919675,40.64658369288635,28.697693062809204,43.59125885294773,,
22.766402956071367,41.81238076921198,24.819132865015447,38.0492491546653,19.911111271778793,40.171686630476636,25.513071198506097,39.14378851012166,22.41730433454206,40.560826075994,,
29.19818217973701,39.53922652907048,25.324173304359654,41.47953092501199,23.303540993817776,37.47280214592193,26.592516567311964,40.580648858193385,18.009148191202048,37.21502325759509,,
27.538047556740107,41.13240028470437,21.22295331797133,42.37483033712773,25.917790061044844,41.5122171236044,29.910774999665794,39.798153766451144,31.409574524928765,39.149203424290256,,
23.618679524502536,41.42487336619249,23.80093692894401,44.4294987374125,30.617400876959046,37.68324987589204,27.120043233253796,41.59396366600275,24.417985770426597,38.49357875101303,,
18.630207269353125,36.415792491415914,25.34759588176294,40.61393778895248,16.946902461677173,42.30559370177521,27.58901552150824,37.14279275642311,21.772998028857636,38.38411127896982,,
30.284063160609673,39.81638034940434,25.509378417140386,37.21188298682333,25.330161429840576,41.522885661980894,30.16145560604562,39.55710132965221,32.276601898428936,38.95596689553301,,
25.423106982352266,40.0901943952088,21.36622662192352,40.89023330859708,25.43606024493529,38.60648142550699,25.58966002427628,40.0856909126371,30.55925996146913,41.42301264199044,,
30.57851050367963,42.62862897564019,20.275520269919312,38.77714084260253,23.731814965077255,43.672798892904176,22.655398066021142,39.18881526176457,24.53085514081043,38.28834556200449,,
26.45541888093931,39.96980918689905,16.71600853080524,43.24314087616523,24.155212117113084,38.520570624419335,17.81727331541834,41.32603558421575,28.768257115884175,36.301703630200414,,
26.51937039804285,36.95948350698313,26.124869128512895,39.342829451891106,23.85980722125838,39.66952610397403,27.239935305092477,42.28461521606444,16.00425361212813,40.10524947752624,,
17.953789363132028,36.664683241208394,27.027692090158393,41.044046771656085,24.163758381558086,37.27004081950074,19.46694572911541,38.76341021013284,28.09314895411833,38.169574097902405,,
24.186684306152916,36.30306042761847,22.419251838900877,41.35145423170148,32.26840321037416,41.362861177858875,26.302029217715088,39.80550403478255,24.6034847654841,41.46701629606595,,
20.725716280796984,39.60295082510907,21.702546834306528,39.776692846141906,20.679010378052496,38.57784982643835,25.701640578489684,39.31830738443443,34.502111968895704,41.255609447495054,,
27.98841153417299,40.52942971728995,19.496065632066415,45.814490769768014,20.5896615059559,43.771252938381885,21.00397705134055,40.3972424636874,20.569317409979654,36.69201452595554,,
18.40958850898766,39.679275482292184,25.214239836674,39.34700974643301,26.169457044875216,40.85316580471677,28.839583116983736,40.70572013631396,22.107531075508113,39.8850498970078,,
24.014589662096196,42.44946550074997,27.763747503856447,38.12706602243674,19.663649725440457,40.651028289263046,26.84143363380799,38.218960500565245,20.449672797162364,38.92261305234228,,
24.50225835429106,36.97586902026729,18.37184997546688,36.425970316983246,23.915303832948982,37.13788039646098,21.484912806628426,39.97551263146049,20.518580246494196,37.265625862074046,,
34.13170253686218,38.808122598546284,22.894502592719768,35.11899641935704,21.634612925812412,39.1003711806019,23.72778914303336,41.215443593902606,22.825399946425645,40.239433059004924,,
30.034344312397153,44.25614872225441,26.08406573088718,37.662223651513315,26.753633799040657,39.42561484581753,28.070674141941417,39.911333712436594,25.40346528975229,37.11485074675068,,
24.853792951524234,43.314062686641904,27.305659977711613,42.61869857067267,18.779558138807364,40.20406987781449,23.4068051832976,46.47267712428957,24.00263323279019,39.96011340933397,,
33.327972877932936,38.013686908076075,21.87444661968702,37.27708372512399,24.116962506867175,38.18672298312949,24.81841604434,41.2106122120104,20.268139174507038,37.83900670711252,,
31.009609836933993,35.23203030010103,15.402612724425445,38.90944080209728,16.38160788951288,41.44218896646018,26.366573727105468,42.98804834593071,29.483458520929254,39.84058453774853,,
27.808848689036328,37.29804011419821,31.823878918124976,36.82374011071245,25.689570738762804,39.999910858371045,27.953031304369638,41.749654689781224,22.689014449678798,38.494506068775685,,
25.019481724745663,39.15567855802853,28.646055135435745,38.78790289843938,22.868318263025625,42.28249807906896,23.90547519306824,37.588752836565924,25.135620385087506,43.060375651834406,,
31.963744853244094,42.205244147235945,30.203747635767574,43.11848800488599,17.234333963728986,40.52382844875153,28.365527533550335,44.01542592145491,31.802871848248614,42.19889341836005,,
23.56370681307804,43.722843804303636,25.941396096201945,39.09163104063973,29.247103144639123,38.91550938956876,28.2111385544605,38.23486853684657,26.990459269784157,40.1710181018666,,
20.993525837342226,38.22024871616654,25.955922929606785,40.69219174997593,29.01747718726818,40.39624667553552,26.288842460630825,37.57069595874498,24.1135714300273,39.54703599826253,,
19.057552921004962,42.06486441371097,25.603556169729522,39.8245170548459,23.551673972332203,39.47113029718852,31.452784402549543,38.80502135003025,13.333408517899318,40.26224941986938,,
21.751580618564446,38.54028018049061,21.47854311830423,40.15589935852354,24.47717734259261,36.36999471225134,25.204676938397554,40.18546433907356,25.6753370025022,37.01496638533969,,
26.43171218376847,38.593854389630536,16.61520872383305,39.10750553619106,21.92497520046626,40.53132251297018,23.52779056471631,40.35134740040972,27.04226519052734,40.45889734454373,,
29.531558992568833,39.27194396722649,20.829128555214666,43.40920854752489,21.903538273103415,38.59248338860395,24.765599704204444,39.43182125658825,23.300555226389672,42.96892064807262,,
28.811325428200693,44.36528033192422,21.207158838603117,38.780011651300214,25.05547560678843,41.452983228702905,24.686937553479627,40.9909721686934,21.47674508517571,37.82467307550624,,
21.819343557296005,39.16176437946448,33.54730645902329,43.19442781608688,17.214769841754222,40.86400960228433,25.783763562689245,38.76434878255017,21.033412797138865,39.78784205054172,,
18.381117837957255,37.081615208966056,20.659559559808038,40.02510678854063,25.61924568225359,37.41291451151579,22.87838789521703,41.19199065339425,36.796580437446934,42.71948059277178,,
31.690576705478655,38.921118138293046,29.11669963317831,38.24417087908938,12.103407206476724,39.36575152303388,26.895712889183304,37.02040383612521,31.88845406969253,39.925099898761566,,
26.892710371632507,38.48849624773915,30.63713115791513,42.759317400021295,30.550514129491074,41.143356084365905,26.81336999882283,39.88563955201897,24.529166339475974,39.69748779877534,,
19.29809518715335,36.95642993895071,26.278440410251257,42.34921687120842,24.436201480946508,38.887938302689605,23.916206383714133,36.89691768100517,29.188898099576726,43.56090219743329,,
19.395342369434022,38.74561851882887,16.909449788946702,40.35258374880532,27.581437162994334,45.918768084013784,19.562524668107677,39.50327299226227,23.341395097770235,39.95119386521217,,
22.210166049026423,38.71755088182178,30.834407560235164,42.65471734887829,17.47841414174293,40.12097528806771,31.46961040323991,38.01551796566844,29.625270949851352,43.18061053102775,,
21.83167571043586,42.05670292113505,21.732127552312487,37.107244660987035,26.834093291832964,39.680566327069606,20.050835637805797,42.42213190302601,21.53364960004604,41.13525752254154,,
18.403455712084625,38.07694604812921,21.199972942160798,39.55900264007172,24.514922316719005,41.23411778756008,19.59188554992766,40.57974970684489,20.842454990258602,40.24668931228112,,
27.21566089052151,42.631332622488834,26.038946118313547,36.47507608013464,12.732683164602143,43.135941560073725,27.704100746433085,40.18113362342909,27.525959426508194,39.300612622123516,,
27.904677986771183,40.8202088974808,31.395055742468443,38.715828536154305,25.21025105991127,37.90526287085572,22.22895641908608,39.210786474117555,16.95976124020554,41.53271366031037,,
26.267987848057263,40.663066388251266,33.07606526980997,39.880130131841355,25.2274048699585,39.35430590062706,24.762900070078796,37.848164539105554,26.333753506161937,42.54019966132154,,
28.135568286867457,42.915503799725926,29.073539730162018,42.45545238870915,28.053370992423417,37.89838965207969,25.549867965009845,41.04661156158525,27.56318384954925,38.22709810817431,,
14.755527917721986,38.765501902199354,14.037196885914025,39.29235334690139,28.860456226447898,40.74849075127019,27.29676451371364,42.92130578245405,18.922774409488586,39.21617771823895,,
21.974574733152508,43.57690410271106,30.310270629705126,40.07532720554303,12.809958761696949,38.67345697689988,25.456842160304433,38.42471710776559,23.110563912569678,37.97035508619196,,
28.208562366985127,44.78296107808889,39.36233589858127,40.839741674527914,27.534015409838993,42.97378954947262,23.283319959574982,38.042306980425124,22.005599486967014,39.16358989427823,,
24.049435860504335,36.970455218781694,28.914268034347877,37.407018674776346,31.052622941988904,40.198162200636894,25.09930580728714,38.575258256261336,19.446407672344186,40.264834598877776,,
25.151539877078218,42.25573221321119,21.867683720665013,39.873972207034484,27.56464497524417,41.957701618739826,20.68194531760965,42.40525715279514,32.77679364460431,38.31111317805626,,
24.950185976192472,37.79389218554165,21.86201837655561,43.008730875391684,20.66634313732856,40.98643622517753,22.71094610144499,42.41000727745909,28.371965890314023,39.07885831739844,,
22.807045664793293,40.039582473024375,32.41569554796389,40.692108881845854,22.025373463250133,36.53782597206148,25.8162856966666,43.94741996958388,22.857216042189556,34.56922642875479,,
27.31333682405446,41.07973986472857,24.804872612729707,40.51526179987552,17.214188195826743,42.8231008291052,18.814377222321973,37.746471048869495,23.29489225018456,39.01967136302317,,
29.926995354346282,40.10809130416364,20.83102818555453,37.853832667744015,19.042469770807102,38.08525300327453,33.0244050250845,42.18555056620198,29.996198615373594,41.639634244601815,,
23.055624654377073,38.66931008909317,19.559623797245788,38.55888768401903,23.71977974749724,41.43690310675553,22.15280072575941,36.744645611922884,26.17472164496109,39.5005513852067,,
24.59396453380049,38.79571539396651,20.415772972396603,40.90107892924911,21.306352395577168,40.4328885438386,29.38885652048403,37.93067060340363,26.95071138628493,38.05530614448052,,
28.07800882911455,43.46011718980202,24.4171943338874,39.22814190573858,17.556416004136107,39.17109650951737,22.53413219939326,40.487584013884444,25.021102070302206,42.037403565413456,,
23.79257878055912,36.24341228966022,19.64820030227167,37.20327095992292,26.526362656733443,38.4266321157838,24.343721816186846,42.07172304931624,29.907814339135328,41.34959083932207,,
22.417567219306534,38.94710510211971,16.748229272388585,36.07053774073959,27.27389105212519,40.3289828388749,18.462141772548357,43.32005115503995,21.444633341777823,38.103867819937655,,
21.88812044579626,38.76720483253299,22.01248774265286,41.00106534001431,20.17563248090757,40.79211208462339,29.317148117930287,39.754960826200225,23.18724431548827,40.13986062712676,,
14.329879713976991,37.752818204251085,29.700096273324732,38.391568217305796,24.375157516550573,36.87088887965796,23.814387995272636,40.24992954686961,21.146931464597962,39.3921918980383,,
17.787341401906986,40.72729616620968,27.51737053381044,37.15304972610984,27.342344524315,42.07402559372991,44.78730629723756,40.394341149652895,27.075950984116602,38.76463886427861,,
15.775875892363079,38.90870920974679,24.98089178450482,36.111014121551314,28.91643437297335,43.037136952191524,20.687284599247484,40.80712100723426,33.99241113001136,39.70578329053238,,
15.60772275377941,38.49229046161983,27.58685480889413,38.470952637795975,21.963981586030002,45.79974153377285,22.702869353516853,40.93385613253844,23.965659757236278,41.25946950404124,,
20.896079412255986,40.32363009914201,26.075392613145382,36.56131166631069,27.319685038321655,38.90009992253074,16.99645325442461,40.65722080232868,13.227393819157134,39.39952493886279,,
26.492147743560437,39.22253774449105,28.180225273742035,37.19345762066312,11.044132053480002,42.48525709433663,26.413733707034947,39.18650355044645,30.753650016348445,42.427017929023606,,
30.09601101275942,40.48383716866618,25.683403826247456,39.40291612048619,23.712745951610906,37.33825284075381,25.420167253983173,38.394615100466176,22.543566147281613,38.47851433013681,,
27.029745199469236,40.610922436527964,17.434269007084705,38.054248985828764,41.243543343231075,39.41436741621178,25.295182684354646,42.7595757657108,17.815420811894143,40.767637662300075,,
26.41852186391273,38.51048781317102,17.49977895433196,41.16016196803279,20.24013884465622,35.84568561703396,25.826165047544507,41.83921687396401,19.173856092457065,36.777867126852435,,
25.847790443349513,37.204217329885886,29.584299545281016,39.03050245121299,20.32411885139383,36.35953382828958,35.37660943632383,37.97140335734162,27.79903658739083,38.93048494991809,,
17.120815918038424,37.78408371660845,33.26202038240168,40.458129265160466,35.35765950784807,40.13347497830681,22.69635850819864,35.58493052256497,18.278031101384457,42.181743660953224,,
17.536982847336496,35.064379136481485,21.72387667275063,36.90038395325274,27.04983084547382,40.825075738866644,21.422973591127956,38.813832511658454,24.66144125901795,40.97804269876012,,
18.01683770001553,39.41567654781865,17.20290295472772,41.18226243818733,28.12479867520427,39.886153874873564,26.788102412105907,40.00805471885442,27.848359408738396,37.97668476007894,,
24.922151836086694,38.44685350472779,24.28334164731811,38.637048058257115,23.413541194923745,42.70610735084296,23.52716579526885,36.4514557678208,20.221050282187885,39.36993739411225,,
27.69880079841091,39.524828833728755,26.927891284711944,37.53873614525466,29.091412424658014,40.41393962349705,29.332510828730257,36.33790485683386,30.094070091701845,42.91919912164059,,
27.855480533702597,41.56582440440679,32.67045783439461,38.73841973456152,21.279500266326835,40.85883185308627,24.438652945485924,39.48531594037129,29.582625866412222,40.35137462807189,,
27.24644196480131,40.735192860689125,26.7470093531876,40.874139652648225,18.885295201324364,40.99965378606099,18.994650340743227,39.36344401789956,24.750475864666438,39.97869067450654,,
29.897286484637746,37.58298865017814,21.637949937756595,39.34398284396973,18.52255145383746,40.04993843838265,27.085066198218552,42.49896019356537,26.604561547811127,42.08736500287506,,
29.270108263860568,40.17270282270072,22.999358955850703,39.2559917880423,20.205259203479564,42.54563724833456,17.42623772364642,39.234040711355554,27.207914166124528,38.662322303683304,,
31.28283336214794,39.43385641809928,30.429522801885845,38.61020953945027,19.24039646653941,39.271433530884735,35.49423470821326,34.82204603853748,28.125848861064103,37.940362711482145,,
26.819204148013775,41.90515131386721,22.434101475945976,39.9577905627642,20.078342200071432,40.88675256532622,19.98923832612275,39.95785809300713,29.15853892868021,38.94539898953268,,
30.57554015066101,38.73423539084569,22.32542523127963,37.28605592755147,29.02363552291842,40.26459425453524,22.561770738051763,39.39747164607096,35.00210390065618,42.72693436822651,,
31.541047361744518,38.899636838454256,33.192319585279876,39.640244108186444,29.430811448538147,41.092902924743385,24.53723195994477,41.01142091350815,26.18098946005511,37.80295613764285,,
25.027076905253193,39.16578251207013,27.26507207123125,36.84640477601563,21.109020471169963,40.55376350640114,31.21558888616159,42.02724751410616,23.444040194622765,42.28490294029199,,
23.821576347872515,40.70984434062527,23.955273304746928,39.57624008688471,33.45495853875736,39.41984571037755,27.389469538363652,40.48751393934749,21.34227162504046,35.49714278051198,,
30.483463016857627,39.324457491610275,29.884357667680383,42.52773989485499,28.154003135457177,38.64660808277165,28.48243531155343,37.627103924000835,24.92528724143408,41.21815572059702,,
25.10124730738847,39.462732235902905,19.928449604636768,38.92166963381803,21.995209375152587,40.43663929355587,22.340306284063377,39.65866030361884,20.097640842910373,42.73200525928043,,
24.0061022476643,40.756204974895375,27.769956112716653,39.5312537956992,23.07416775894767,38.1226832874898,28.513601025988226,40.55502735793725,25.971027121921555,39.10265208464443,,
36.016759606164534,39.26950880620917,29.258094122353334,39.78828346817444,26.519663632486196,37.86161801648816,24.994261451282373,34.840393272113445,20.69830118351605,38.23371008135579,,
23.997546445259445,40.758997365805776,28.067927727643564,38.67827114777891,27.633634142074754,42.86496722897128,28.24772040773243,36.76435824197578,17.461070592444454,39.8992417553431,,
20.18397895533532,38.55187438551694,20.287521850911965,42.02768702440534,27.189623029359012,38.49107312551016,27.995260763785474,39.79452710953759,23.311203532765013,37.99952798433279,,
20.46675088253616,39.74882104425422,30.06389543984752,42.46241524516696,21.977092243450624,39.77601333104963,25.047959671089224,39.588322936720665,25.27014182383904,37.885466366519424,,
22.723534460381213,40.46045813282631,26.502298588490028,37.791724051497496,25.50376172255771,43.22594654976863,22.6187286154839,40.79878400971471,28.58635366882187,38.46833336364235,,
21.92592263615252,40.43466560610836,20.536350775182058,42.634349587372135,32.3185299018771,39.17251803945314,22.829310664047863,41.40422264103057,26.362933852137648,45.78921700137985,,
21.28343256622306,36.27747271456859,25.781363043355906,40.15124441891298,16.86292280922011,39.73960062807356,32.478325803985435,36.941062476768224,20.623480333347093,39.9745466439712,,
25.994260392166577,40.17205849823481,16.379135482740985,43.35124748974548,25.74669934259593,41.548764253857,13.172934569081212,42.49120900321575,24.381793499577274,41.753755938202026,,
31.378854744657026,42.59324113577439,26.850981760712898,39.5318104492068,20.108421838902764,39.10459721820874,19.184468276539135,40.70855276848001,29.915650083556727,44.212072150152686,,
29.91824471229903,39.49329809281624,34.60482588864137,39.8274960277566,21.863601717327136,42.68164156974111,16.583124063733763,36.88910578934566,21.543432662924683,40.88533545069431,,
23.659767374921397,38.375489672724655,24.923907684566807,41.97117163718569,26.068098734877857,40.07378136716054,31.009276862272046,43.96034758886945,20.67184517273293,41.335266987541836,,
12.818442254887517,38.63064307203806,26.70967040017211,39.44793026958469,27.019815271821876,36.82894413782537,22.596920232714353,38.17771568374011,29.75066625529595,38.29231867876953,,
