cart_api_cpu_usage,cart_api_mem_usage,payment_api_cpu_usage,payment_api_mem_usage,auth_service_cpu_usage,auth_service_mem_usage,inventory_api_cpu_usage,inventory_api_mem_usage,frontend_cpu_usage,frontend_mem_usage
17.218892553714937,41.731843563094614,25.156197791841645,40.219172069537265,29.99148548561081,38.43433378792212,32.3817923224151,42.09820445535853,32.541198306885136,37.95832610268455
23.2085416005629,42.38338597193355,23.444393344860362,40.144824859999396,15.255046904417297,38.85401239021888,28.9346791303024,38.354735393854845,16.10361145418409,38.18704607386878
30.04589664411124,42.795777915194705,23.563954301022292,44.07808307386848,32.985959392161845,39.746711026907896,24.607787256936458,40.921622374287274,18.83410930163749,34.41171920154374
18.397163062374702,36.845964406131614,31.493022900005606,40.59026990323236,32.30385811957341,39.49628913115214,19.377301462694156,41.072947701328665,32.886441447068606,38.098589098918794
25.27585108537022,42.28494656518524,26.15996892238784,38.15722047355632,23.908589543146306,42.5255689550289,16.113208282899784,40.68889557131289,21.534736187238977,38.61004396870482
27.12515058648751,41.99596211078952,23.02413020920291,38.2752673843165,23.771306030221375,39.56548765625007,21.227896264482272,38.56235197354977,21.66070656295801,41.50398448218716
15.122190983415134,35.809717860317306,15.885055041071457,41.20974186738709,24.21598080384707,38.9674408946747,37.25576070592067,40.80691784750907,25.307170885623012,40.44274206812801
19.97704386163867,41.087144182755964,30.843494284068267,37.47156887655635,24.329527265651077,40.08849724653993,23.808014145343307,36.9854683892214,25.37194841113348,38.33776700411894
29.05878678813437,40.30149847395321,31.02617150318752,39.39833602433006,19.32730573232786,39.602656831928876,30.160708718360222,44.74122466276122,24.35560196700347,39.99070916286534
23.716699933126762,42.189961718769155,25.435759547196632,42.4508535380628,27.268997141091575,39.34549547206961,21.895672205724978,46.403753594430576,22.247102215576174,39.31627470811328
22.793513448829557,42.4202633003108,17.56433205885208,37.442107942642465,21.478096866688713,37.15584625991687,31.032403595594168,38.47801565035171,24.200261395312182,42.72372244309134
29.18599586293908,36.4677062077562,25.29769973855893,37.55252823113147,31.980373894224847,38.007610611895046,27.63803809809797,42.079343840478955,21.32835316022897,43.08170666458245
27.732882423732974,41.153060805333155,20.974628494752963,42.16020984523523,23.485186125941887,40.707797347822144,30.417869660191652,37.72362875731104,21.712796213736244,42.76445987039985
24.05735622105683,41.35034214228202,33.60051749289793,39.884917305941634,27.027714316902866,39.53623350609192,25.48567112363783,40.26613785059001,25.274906465277457,39.637846984727
22.974035910433432,42.93920039030952,29.44907637412268,42.76445050966701,24.012429675095934,42.989176621856174,16.762483391327223,36.56560521231991,22.24162803497143,43.17932043455468
18.334086125093997,37.86163781500337,14.892960292331479,40.43816704057712,19.465461630804818,39.50559017143574,19.206861929690323,41.818086164409166,29.930380720785287,38.6364799364406
21.993042732136317,37.26491532459949,21.689182654714973,40.61044246484434,18.151236474385577,38.91837087118315,18.376988081506873,36.231902762678686,29.88957605897464,45.51172519379478
23.53609414300238,41.893175641171936,31.359159287403152,39.58562411799821,31.26820714507066,39.24867917413412,16.812683445871862,37.0345158996509,19.12762140318972,42.343833700335345
23.91287773771703,38.809139850430896,14.602494642614705,36.79038262696963,33.418778591137944,36.82812525256036,20.926806726245886,40.84204043138648,25.451446279085417,40.804527411599146
29.363125205258857,39.23020279531893,25.409165013815187,40.41925129855745,22.82319631427483,42.88464925554599,20.583075344552064,39.04500038924071,24.17740909584347,35.51577456557638
28.873265822228124,40.08995594641807,22.238779234430822,38.16226454438445,26.47551406556924,41.48421574456202,26.090943988361822,40.49240637202107,27.845468105693254,41.77815329802155
18.78226405424452,35.10924994203296,22.764035956895754,39.66382544355086,20.421201778312977,40.44039760939138,19.477283928703798,35.03320739931482,19.87106316274243,39.808119443375496
29.35300290156964,37.91158274124019,27.408354441732396,37.44609702894434,28.575077549632738,37.099713597977335,29.700642259632666,40.29384582577298,30.631491351216724,38.523889339741686
23.57676072527607,37.273837904329646,21.601462634078565,37.08657397520119,26.791495173964233,40.572466059009834,31.334520848524416,45.43371590165141,28.815262412854995,40.79799538804612
21.47708426053249,42.37884722698265,15.134666433564119,41.908336484011535,28.290570797509766,35.32386175354996,31.035776428837313,38.71805520669745,19.552915862371403,38.01507900633278
17.38814533149932,40.32190090962697,18.91298920403798,37.48536134366616,22.571851863945746,38.8365355707718,18.455561637283402,39.49901728375901,21.188494957843677,39.581865047871005
24.655914629379023,34.54593570316395,31.593621733070908,43.84130286242369,22.70838402117769,42.97207371427598,21.873388677326997,43.495093806811525,18.89007701596772,39.51658407072675
34.3488053269148,40.55534671304328,17.6936772286194,40.344639063358564,32.24428344766484,39.35006985741486,20.94955123729283,42.41347128306923,24.876433270415237,41.21739342365458
28.6633718623234,38.90736540347214,24.428312817503468,43.162123528517824,21.298928917166144,39.45084635195728,31.831125788170276,38.26006583621374,17.500862113052182,42.632271357936986
32.41838842023042,41.12730947082862,22.344532935210935,40.432439911165666,22.687267682720826,39.39601959589022,17.981290055174142,38.35552007020041,18.58305250277828,41.39485047673491
14.803660003405664,40.26038127011303,25.243474052116344,38.44103231903577,24.505093079444734,39.90066970209236,30.67543985869637,39.55505850191402,21.052538766873308,43.63509278089151
24.134310093752227,38.93104210569903,15.688078539157871,37.22352709087608,24.975369578283036,43.27225266472997,28.827503824948604,41.85987003526273,27.153356861891854,39.746551946406385
24.297715932431785,35.37946119878444,20.945515022087225,41.66010245689913,21.18628103368972,37.84703129809933,22.453454537334856,41.31275500753878,25.89532887049627,38.984645986957
34.59730021891531,42.98992673192296,24.577166240640782,39.020135595171325,23.031556274798735,39.8253451278737,15.987684167198706,42.79710881911775,23.80232974243275,40.348158342272036
28.099718577305353,39.23562652756255,21.730770594560806,38.565831269804306,24.92748773446798,43.35621461516588,29.334189634421964,38.44439051179481,23.23142679759281,42.4811279699072
26.297137005412797,39.10833930178742,24.329139784321185,38.67761766565381,23.933049706153554,42.69250356831321,22.72355764012833,40.53714186232335,28.248032848924716,42.9080871326962
22.511327112708663,40.945778546867885,23.02840080283789,37.07918060048239,29.287344491958848,40.03035141026189,26.570332022176117,35.06095770649329,30.750912674983013,40.19987096437219
20.940994705713912,40.87522258132708,28.028774418616862,38.55906697757491,32.24469245918856,38.1165668780611,28.801905168388632,41.58033625265248,29.797311407623244,39.02314728270746
30.075591700343374,40.58555408921518,21.83283218683641,40.00602586947437,13.898848845708178,38.02865239400323,31.996451774969636,41.379546435995096,16.666485809314356,44.21305355497666
21.71220437699866,36.86975778633227,27.224633123616577,40.59532795899977,24.16164244100099,43.34221362210734,26.083867153536744,38.28409022819362,25.81420475128499,38.67093763307015
19.334281622417702,38.825552057465394,24.373092291414995,38.67852608349839,16.32575364461593,43.7204408378991,22.9173645685159,40.175982087048624,32.30670463294293,42.5326550212328
33.533178807939095,39.02272947516172,26.915710925556514,38.34170765379571,30.967033611267127,40.41606995170016,25.031667699252015,39.19669963053166,21.41861653790741,40.157568648011164
22.9440850434262,39.92298382067504,28.257078773633516,37.58981874148773,28.741060434936983,40.662530449279686,27.75316567404173,35.4279443948957,27.579645749200633,38.16844099193837
23.642728081237372,41.078184776794316,18.944888213415812,39.91589593120911,16.544161124365893,39.07041552443927,23.81398168666854,42.08996774937533,24.738420929484683,39.23674277235459
15.6555310792131,42.59902679986304,27.621340196441302,38.92219468649598,31.951859119996755,38.49523892180408,23.396372103125767,45.34456883801724,30.586181164167378,38.716789207436385
28.300610007115882,43.32286180596083,24.387527213077696,42.54061564343703,27.695933663696167,43.309963133699924,22.970288947914966,39.471791302918135,26.563262271002152,40.86269285825888
21.758483174759753,37.59100377611039,23.61332488966143,39.4382262654749,15.735276931803309,39.014620203904535,23.958506018650585,40.532418063637685,21.44302315363401,35.98426051133294
27.212274804221202,40.14628865435888,25.617611266584586,41.01704060632135,24.70661445095191,36.51125512996112,21.13569278183892,39.52226489862957,31.783218573889073,39.298372937121904
22.76470064200591,41.1883535730863,18.300065871893928,39.550618776917396,28.95529407884571,40.472080204836544,25.535838361542957,39.973653495569955,29.99828531837266,39.52070515042225
24.368960745789924,36.64130837895567,26.06225628459802,41.96572190655603,29.673669697301037,39.91259552624704,32.83626069385087,38.087217240637614,32.412534911536305,40.952329991674944
21.497038399529384,38.24207433906521,19.501004725037706,38.90512719876993,23.62254385777022,40.67979500732354,21.830358732810392,40.19261986660161,19.091658457714857,38.942161116934365
26.66686823374091,40.85734401407896,21.30064581995799,40.66559979347317,32.19271564173341,39.50749072999925,23.285894990353217,39.33889772534369,20.49236802587631,41.35181348065643
18.28104910345518,41.56592524566037,26.87720683677231,39.347620941600724,29.346349790866594,42.03309660736475,28.482607661622993,42.083413494521395,33.21927097450574,40.872416869069276
25.12542991244042,35.76903696102359,17.841566818320427,38.526245493917386,33.614154692053276,39.552186453719834,18.81091628235067,43.32961264298614,26.215713600740834,36.65665392569235
19.91309207960036,38.31171029782832,31.123533305005882,47.11664323209004,23.42454452536127,43.27646825178519,18.595017869173923,39.19956474428202,27.16075865223982,41.224726554602064
22.864250327095093,42.78814942295689,28.785067966635914,40.00012086923877,22.743071621641963,39.2095608118227,26.74294371897164,41.512078871007375,27.843626956687217,44.88503188419993
28.51064195539741,41.8487970078325,15.503140241704337,40.171591481569216,23.907579069259658,38.93952640279921,30.295097752559002,40.43049096631908,16.289860344485145,39.64119771303747
19.388835446238254,39.87339137308916,22.71907431296158,39.05573080905106,30.52787374979708,41.14873065811315,26.93493230853614,40.581333630428475,23.30746049826371,39.61029505367658
21.192987252145024,40.589366373310035,22.989806612555274,38.835035764510785,14.054544965053108,41.05255937543481,29.883606698586707,37.69304552497226,22.702825144894618,40.76594253280687
23.588101246380408,41.06231514109212,26.216664379268074,40.65021775941428,30.088877529068014,41.94602529944442,25.25997539213754,41.62006380488729,16.543760324374215,40.371024158761536
20.357420298538678,40.181194726775814,16.89559719785286,40.72007376347348,16.958232378127025,38.28757714939918,30.224247379610432,38.33198328743029,21.001784441241313,43.21260646695597
26.541099933347958,39.099946401624464,27.344495472691637,40.13716346079624,22.56650062714529,40.94617509939129,34.20588086219468,38.078283485228205,24.60420059126028,40.33052702004218
30.204780619184817,42.16933410639388,18.173307448697184,37.86979198847364,25.3171846291899,39.35234380168408,16.84540704289556,40.69453688307941,23.217863428048656,43.285847631236734
20.37083833659259,39.593639326779076,25.111736916504128,41.343808345180754,26.687625762045,33.933747325206525,20.47673686737185,39.974158509007275,30.12652640582221,40.44768722316533
26.06272573324677,38.739574819482996,19.867390672749867,36.85488241656354,25.588214385541207,42.10814501890677,21.294595713599712,40.451940828109514,33.06039793679536,43.58015398351387
28.303385799819438,42.15412417532856,26.501458979947333,39.52037302987024,36.83835858184909,40.187925484800864,24.14053942472646,39.84175596124826,30.24815851711754,44.40391485978545
30.258404374686396,40.99463731061391,19.974809171041752,39.109483734742646,30.615750678098085,41.30193477382823,27.25130718987792,39.26808849375228,32.86638671069932,38.14782689149619
22.53088386962057,41.469213161902445,26.878012032924733,35.72567231534937,23.47982066080476,39.918694904831206,15.643455773936385,41.162317167291924,24.346418021441753,40.53640508176512
28.036318513268554,46.47688462205306,21.982133673161446,38.07138652751611,24.28201247550671,41.375681672512194,21.000537875700573,45.95189934970197,25.10260889293317,38.57163904625189
25.776159644017728,41.44399118468019,26.31924664556443,39.2498638622822,28.409443517069015,40.910660400846886,23.530385169399597,41.06057148940143,26.86221898118443,38.20347096599204
29.90889326954966,37.92645373910185,25.921109717483596,40.0903177780738,25.012816325316823,36.000708721085275,25.744592054646812,42.94656813067963,36.2874760977649,40.27992617212962
21.14084478300172,41.13386203182348,28.69592528289881,39.387399211931836,21.262901114008255,40.16772740155035,25.37119660470579,40.22023693472311,20.36871246852158,38.1523409825286
34.06067911962765,37.93772256889965,34.82875612876654,38.41922384355094,29.585050140770093,37.80131878488504,16.69937173798287,41.65181376752328,19.128849248565707,38.107166337440184
21.950681771720845,41.521132335086996,21.31578105939601,40.97321688045987,22.384247817911888,44.99358812113431,31.75848541840259,38.882587550290815,17.538791854137926,39.95102366537737
16.9977040527993,42.94834796607185,24.909220809804427,41.11614052554443,35.39130954186221,41.53323382467746,27.592849605568908,41.05711662089916,28.546619724116297,38.19883762057247
30.362107433286013,39.15160174134657,25.231023842868527,41.81688194964425,30.436007827557454,43.7377906939612,21.558866770937964,45.41362418648282,24.303085341610174,43.597418783724024
21.359039548144466,41.51031838556536,31.2574110800183,40.86775888207386,29.055534775481696,39.10913497671766,15.439040861982512,40.419718828363244,32.39744757617264,38.346830091168755
23.096325652181896,37.56219198405771,31.1350788921537,43.04019162714201,20.793506679758607,36.444805343885605,32.48313755378612,36.25959186917425,27.38225239858632,42.02830285216584
14.642177460024682,39.96291707124669,28.154593419562165,38.33395703183099,22.00920047380854,40.5415041787254,28.43960809871126,41.71048449273667,20.28938881754577,40.790265519910704
36.65610897930653,40.120689676858795,36.663481313763995,38.184990532110504,21.64740663425614,40.12167053785811,28.67934887710681,39.54179025409979,26.156572943404136,39.52159179313506
29.744499919465888,40.912210633287565,18.369832199757113,43.13104674328367,24.297993312158418,38.116870552029816,24.518847722079787,41.52839611931099,18.66635227367989,41.60758786336681
21.790427029408274,41.42196074378447,25.210339277150332,42.272315934890166,22.483432670770252,38.110910525036616,22.38895438096432,35.03188440132736,21.926369000165625,37.45768496210935
24.803450056069448,40.76885544066248,21.623749601728058,36.23922868932888,25.303141372690817,35.62380418544948,19.53177816008779,38.24413101013712,31.988781011341718,41.90798078168261
23.433589585921883,41.450886615355344,23.194566030012368,40.10786088445016,27.004331280169467,39.58159584105174,25.21297492935404,42.72524779132463,24.60069649820568,35.43843547843016
25.497098278375905,40.79862556769388,23.056795469973768,40.9520864602982,32.64650657840314,38.82509101195981,30.141066109922793,37.49887190348881,9.835544924404196,36.11739392386754
25.66048839695188,39.56959634498777,26.67660808086358,39.647131623367514,23.689255821998714,38.74160309791629,22.342335395090558,39.568420590494455,24.34651621515521,42.68408982746705
23.323496705509907,39.77562081203607,25.315848844816973,40.51046150531783,22.271679816133904,40.71174121663218,29.748873104005398,39.059983104134204,27.10593507389583,37.78456326109751
33.64247300652964,38.28742825461259,18.0725442178603,42.13474098208163,18.805705877660817,37.88100152580853,14.172184839031761,41.82913232214375,29.164860358464463,36.62650562594129
30.35575068675972,39.00116546679312,26.748154592583283,37.684243606723825,23.575666136471533,39.49827445588277,18.3203549998182,37.75906478549068,22.311171000112903,39.83870953753922
22.21981098572488,40.255037814725945,15.913732955152977,39.78582599633737,25.221419410727243,42.58890228547356,28.506299746596323,40.306644666578784,21.436032159106798,41.060101831402584
30.19072543698766,39.90389880799705,24.005589730180642,39.110693038117454,17.861237271817217,42.24364139974541,30.420804686703075,40.28395034786304,26.68748913007635,38.14934935647118
20.13423096051823,41.090936368490766,20.467439453258237,40.81955366781534,27.099544042313127,38.640096415598826,25.894665084377955,41.83585621842521,23.79010784823967,39.10750828760266
21.526915860845502,43.675826301351265,30.71381470269126,40.46260834288949,28.640558637123934,39.22811917186339,27.927105490083157,41.87350234736203,24.07759486211965,40.16454123911557
19.40736678114955,38.26236535824695,18.956823183332133,40.992216837906774,32.481628402078144,38.8301879073288,23.92123712716477,40.18916634802924,26.591243661459405,37.346005017812786
24.280054064480495,40.15066131545488,27.45673806463931,38.768227661001724,22.621187503753724,37.55120877987885,27.75704360851903,35.4888113629906,30.985717458753218,38.85293097621543
10.811056292875643,38.589507864716595,19.253848217929367,38.48776488538173,24.531927320545805,43.126665323625026,27.941797456826983,40.10732469935921,23.050324077879953,41.91300835015975
30.041230364357155,42.24231139866493,25.307130990548853,39.870057583126545,22.000371550234924,38.92493249189851,26.256169915596868,37.7580108118572,29.14880078279031,40.11721953738581
24.11687652640361,38.66071105763683,23.12565953690336,39.78314460965969,18.030092368133538,38.64548336051854,22.072482176524318,41.109850185599626,22.84418422606109,43.871643689696306
18.10548208135394,40.63215214306823,19.190735381332942,41.46944160510007,19.484211912523772,37.414717425004426,22.817063792510766,43.38550910742829,31.382164421868367,41.07661785846317
24.064026498818368,39.25402411974939,26.35640382150585,42.238520313169296,22.624206428408574,39.794867500707085,32.140822575856596,40.556265387854474,26.568536474495243,41.16852851509539
23.37321653351714,39.32800495386525,20.664273678762846,39.28150280860072,33.93817819524623,38.38849800524578,22.486722535755597,40.180510016574075,27.47969436022453,39.264171797230716
26.929896093939647,38.67089684518352,20.406079177176363,38.569837094435805,32.67155325427944,38.8245066741128,31.10299407513476,38.24287076583137,29.87038101506402,40.49033839555244
29.55950479488235,41.292222748104436,24.90967573581651,37.684283875567736,27.696043199254106,40.792477472375936,24.494976148780403,39.32288260511436,10.898469739606668,40.446386038863444
14.656049830760377,38.6818819795228,29.690489683345987,41.83945456025662,22.108296347696104,37.64258955697703,29.434693914812307,39.386735429998424,18.319083697576374,40.46941228167037
17.347686198154314,38.67670532277818,22.371959301587765,40.373924004970895,21.300712448291613,39.36994036829355,33.877511737500434,42.56107568126123,22.365762966250223,40.18139841017185
22.894644008575675,40.76851968483439,31.4248844094615,41.46924342532616,22.07937674026095,38.54610468374448,29.52443698149672,42.3015619906686,23.347667390681607,37.86802564065407
29.374622181929247,39.14129223831567,25.595266312501867,40.69847915504441,25.089854105517556,42.06816723596894,37.240848597235065,43.323508747804624,26.091209246782487,38.647524287805766
36.55825715790542,39.00530518482683,23.39353028255135,40.79525871318004,20.482749165470864,41.180021962370176,28.26177424023451,38.392581922946825,27.383971124851257,40.55515479125052
28.717188180139267,40.953870412187726,19.98488475084872,42.19984513180774,22.618858534199383,41.07880161857685,25.081413358403072,42.16609210182703,18.20100763062995,41.55749938111787
27.013436369011977,38.32764133190755,33.882676673866804,37.04628077966786,22.789968873416015,42.83256616433538,29.030012292650625,43.877856716115666,27.924385735611317,38.12654362553696
31.934975490078944,37.67978107615312,35.40055953827427,38.43804772451235,23.941253197031756,40.34452909126,21.60211302719257,39.66660104829706,27.818396602629722,37.90758106365931
20.085959839860067,37.448433608419535,28.470252886378866,37.26404362928068,30.505715665496332,38.85137307113567,36.551963059742974,40.67490863688539,36.84664429236488,38.850395528387025
22.791366701369537,41.07516491187615,27.49536923648343,38.307908273473686,25.026922486215106,40.94289620101423,16.86551866998908,42.44768756803381,20.350998800256875,40.93226707762859
20.543804195986223,38.41327772596903,25.58716586696271,39.50460574876501,23.764462799150827,40.45001626266192,18.512035471216283,40.97743394122722,18.02877509331789,43.65930733957993
20.815051280000414,41.599858223325114,24.222557298663542,37.66028111711813,30.959699791009836,40.77123948053914,15.225811581526589,41.48232310409492,24.209085555861655,40.42699014531146
25.41836310694015,40.25717171324752,27.125618198875614,39.926247180821534,18.498050135029978,40.494449458253655,32.43151722525246,41.28543185039522,24.083550848917426,40.913236689006375
18.818623584468117,38.92964326420217,31.41423467414737,37.257110187984395,16.63674857199902,39.9153300342308,29.79758396376613,38.29762368340094,34.49622193080368,44.50798779809601
22.955512329712356,38.659284045245364,28.2111169675881,39.77748812883276,31.247201266263755,40.7642007770462,29.6391017491954,40.938278308039855,27.357224901962713,38.62299231259353
25.22115593480484,40.79915992457317,23.989766148092695,37.12740069833693,24.908101460004293,37.60595190218205,18.933009571134594,42.878768134538944,28.479462471487253,38.591520391541465
19.675528998448087,44.86505117031802,31.36179637459625,37.44323008988902,33.226168597901726,38.72174973627676,27.877451291968104,39.80768097892414,25.7360250268469,39.58605273609814
27.114496798998857,39.92801042399462,24.756480020988104,38.93791253325845,23.33286651154022,39.80700894617962,15.459858708910735,42.37048235961477,28.383879197927975,37.60651394051354
22.19600255435923,40.868486700780196,30.296921301002175,41.384175722335,18.52486129662464,39.384441846628995,23.512527779857983,39.505700444337535,27.194745063608266,41.16455366248257
31.036136705057416,39.62643672604855,23.332290553892623,39.92218421300894,20.435603172273858,40.87578077393446,24.190349868371054,40.8862741024344,20.212497959039776,38.58191117199465
34.1550423710673,37.996612302139596,27.85987817790739,42.28982366341285,23.059078622359397,40.36971403654484,24.282749999983444,42.148261562460725,25.28537188147384,41.20233723606646
33.108218330130654,39.06358461640778,31.127677304420388,40.44408556989897,28.563790054022224,41.36090497972412,18.98900532881773,41.15803517390331,29.6355920862433,42.41810253826604
28.32461836431105,41.293310927486786,33.746315841306405,39.46060264422238,29.59321063766584,40.829032837829715,23.118195903907452,39.53558519725484,27.093703910662335,40.54592530539767
20.8574354968491,41.11909376137075,27.73612036921456,38.88383957965227,21.7423039893273,37.77606390891469,23.3393067261434,38.70406626047341,31.823967321858706,38.13658265685885
21.48001045354175,37.79836430131096,28.211073391966114,40.3524686390577,18.335191403558103,43.46067341395147,20.39875211785943,39.84318306576875,31.122434000137176,38.9396398684668
25.670460856085853,40.74998612141814,20.891476684083642,38.15097709022261,20.45378068061283,42.859946175410656,24.954112100667125,35.52553610086761,31.42172358231739,38.81475380856142
23.86513316203284,39.73105940077887,22.950591591909063,43.75673800299265,27.22475928792646,38.576106789106895,24.421440614484226,39.013783466286796,20.280111560818334,39.89444815561919
21.75240291119079,40.35825107687247,15.438882571939823,40.68794736931273,19.457629988029115,42.5712166995468,25.194335177584154,46.11681765310797,29.385307398789934,39.7111136764845
26.69874923385118,41.75186859902351,25.045850043058195,38.034618278294886,24.84434952644701,40.85763654221022,29.957247192556572,39.880636233764264,27.27092343529648,41.050642555575095
30.934345475651092,37.91688214266474,28.033218882327542,38.286921274456816,24.304172547748724,39.76835300645729,17.687550848984255,37.60953888154064,31.918609291544804,38.17897388784207
19.13995291921223,38.66299684659726,26.561932627157574,40.05070078475781,27.884550762310493,39.88160022515187,23.54221449967802,41.810328353205215,32.57205633988841,40.62207642147171
28.443578974204335,41.440854447634685,21.839364705330098,39.713865614353345,22.77170037509545,39.05085870606562,21.411794512345484,39.35508879785517,25.42238575957712,41.76536584293074
25.915794168195216,40.35539005006496,28.380376832599545,41.100965493551044,34.1464327340236,42.78754772572533,21.0881357285563,42.34660269135494,17.490235699195516,41.03808513323383
23.99449039057083,38.9624348546077,27.751506657610516,41.92248147473818,14.744676869366902,39.60731113309788,26.53867579962841,42.91986449860732,23.525487831238806,43.730791518111175
18.363211526836807,42.29808340511564,16.75474068241237,40.23066545802534,34.29269681431376,40.49036291352627,26.111439369195924,39.76796744266763,19.32056942018855,40.894646388179126
18.726358183129925,43.45364933762494,22.302765137535893,39.010783660734276,28.759125157443812,38.568939651228334,26.384495778993188,40.95232591386265,20.391170342847623,35.14424796810522
32.30063014336347,38.03631775334863,17.040838085002576,39.01634618728403,30.64836138530177,42.60217996250077,26.93050118416231,38.89303690709912,24.396931954453944,38.19559064984518
23.612098202579087,38.179600399574234,26.879673687808598,43.220098847262626,25.203624615686284,41.5772867375367,30.910549089049038,40.66488707635618,20.51388609601633,42.073639375116315
27.010025734526206,39.34967503200665,19.142534171648617,40.67580755123682,30.298009790159593,40.96413766828402,22.877247856328417,38.515146116115744,25.530158923596264,41.029744952072285
19.8487586040102,37.43863826474138,26.727691264978223,39.71541940132891,24.691119336302577,43.58568194458522,23.263305594554115,40.97952441815566,23.671532227763613,42.18121870562941
21.598152117208837,37.21755082927272,26.05276323926625,40.45815605037079,18.062307196524106,38.63734520369286,31.783969295813023,39.48336023757935,32.0148159480077,39.00990819094941
19.91623590228091,40.58526525550866,27.776443599768072,42.52657462361425,29.603729804164658,40.78582538258465,25.461059051869494,38.16971187558633,25.696911404613953,40.0268704626573
22.813267506345213,38.56754845198381,34.25892872919729,38.520767526704425,30.83844111537097,39.92464996955346,29.76109445524825,41.61550403404236,13.806476373404177,38.41361247537065
27.746800879821983,39.07478519126487,33.826222822915334,39.583986842741034,27.612713591567438,36.18118086020292,17.663187560354118,39.2295349647864,18.616278357422466,42.61934574291423
20.027248047334595,41.7241835364487,22.529756877567845,43.598239826181725,23.92576983006788,37.36206408790639,27.928955932251704,40.567453543697674,21.545448521842424,38.90781544618774
18.670449577890363,39.310896390438565,27.527236985362524,40.72800480881385,29.24147340973908,43.01959076497827,28.098837345964146,38.87124224075166,24.94002757538769,39.97781751254262
17.82411437152726,38.95698843902098,25.22091215609365,40.69907606645756,22.822820962313898,41.467612350715434,23.90554715900446,39.64572482411831,28.514708098420577,39.50042609755061
29.262322959976782,38.24080167542823,17.713555725012714,35.82113110329848,18.944606360403135,39.083962190188466,23.386454664929587,41.69804366301173,17.94469588874589,40.977154944518716
36.82231815988696,38.10985119518552,24.89824979000954,38.76099787577337,25.53607033407455,36.113990278436894,15.865746985655957,39.196087062773,26.53510513793209,39.36675805743332
26.81443727006812,38.56791295780939,27.961895221510968,34.7206674668535,23.798009339117435,39.98701764277573,28.650101573843237,40.512671883980545,18.709735644141475,38.68071475421125
21.958096265739186,39.23427927079007,23.61915658412707,37.89544252485865,25.0527847279939,37.918834658826675,24.14390526278704,38.90769048161467,19.90651401386603,44.192185558047306
29.31136287841504,39.32173438556873,19.118765489488023,38.8007064686213,33.33274534904875,39.75466033837838,25.1023176048333,40.16896375014555,34.84031317232234,44.0149645310821
25.450789373917843,42.80540472642864,18.75901173588361,40.98504979274644,27.029719000009877,41.24212039969706,22.37530388507822,37.65657488199476,23.89956604526089,40.44719398472463
28.14790330181345,37.59875032795588,28.676303518561248,41.73055870516125,22.923677871741667,42.860985540308064,22.153355518818163,40.99338915256736,32.03044336968292,37.86194474682203
32.79736891937299,39.04873661465355,27.38466324542715,41.166966580205475,21.22931434692429,39.916537052970575,31.63965867134589,39.47349723858146,31.92960100297693,42.56131051243838
